Open,Close,High,Low,Volume,Date
0,3202.85,3231.85,3164,1,02/14/22
0,3136.65,3201.25,3136.5,2,2/11/2022
0,3237.4,3326.28,3237.4,3,2/10/2022
0,3265.8,3268.5,3172.85,3,2/09/2022
0,3182.8,3233.5,3153,6,2/08/2022
0,3119.55,3132.5,3093,2,2/07/2022
0,3074.1,3081.5,3054.36,732,2/04/2022
0,3027,3050.15,3002.98,960,2/03/2022
0,2986,3049.85,2965.98,1,2/02/2022
0,3045.32,3061.42,3031.5,806,2/01/2022
0,3028.65,3081,3020.85,2,01/31/22
0,3082.35,3119.48,3082.35,756,01/28/22
0,3095.99,3115.64,3065.71,1,01/27/22
0,3093.85,3116.5,3076.15,935,01/26/22
0,3082.38,3094.55,3030.23,1,01/25/22
0,3028.5,3032.22,3010.5,666,01/24/22
0,3034.05,3090.35,3029,1,01/21/22
0,3115.94,3115.94,3025.25,2,01/20/22
0,3051.15,3052.68,3006.75,1,01/19/22
0,3025.85,3034.15,3005.5,1,01/18/22
0,2995.92,3001,2962.05,932,01/17/22
0,2964.17,2982.44,2951.15,635,01/14/22
0,2952.15,2972,2945.5,1,01/13/22
0,2982.5,0,0,,1/12/2022
0,2970,0,0,,1/11/2022
0,2942.66,2954.75,2934.1,419,1/10/2022
0,2917.23,2968.85,2902.5,859,1/07/2022
0,2926.91,2926.91,2878.5,1,1/06/2022
0,2916.85,2932.65,2843,1,1/05/2022
0,2837.86,2839.2,2816.26,717,1/04/2022
0,2818.45,2827.85,2807.25,681,12/31/21
0,2818.15,2828.28,2812,889,12/30/21
0,2820.45,2822.5,2801.78,1,12/29/21
0,2836.85,2848.26,2814.63,912,12/24/21
0,2846,2846.86,2828.5,1,12/23/21
0,2824.5,2839.5,2788,1,12/22/21
0,2753.85,2762.5,2674.75,1,12/21/21
0,2715,2730.25,2670.85,1,12/20/21
0,2724.3,2742.69,2667.04,1,12/17/21
0,2667,2678,2622,1,12/16/21
0,2603,2612.87,2589.12,2,12/15/21
0,2628.5,2665.25,2627.7,1,12/14/21
0,2652.97,2656.92,2610,1,12/13/21
0,2606.5,2638,2606.35,1,12/10/2021
0,2626.5,2640,2618,931,12/09/2021
0,2633.35,2633.35,2619,796,12/08/2021
0,2628.65,2628.7,2597.03,985,12/07/2021
0,2592.85,2598.85,2584.5,707,12/06/2021
0,2621.45,2646,2611,815,12/03/2021
0,2607.65,2664.75,2599.8,1,12/02/2021
0,2664.65,2666.03,2629.61,1,12/01/2021
0,2626.65,2656.45,2617.53,220,11/30/21
0,2629.8,2657.99,2611,1,11/29/21
0,2624.93,2707.6,2614.8,1,11/26/21
0,2706.74,2734.85,2701,377,11/25/21
0,2703.85,2706.85,2683.5,1,11/24/21
0,2672.85,2708,2667.1,1,11/23/21
0,2684.88,2706,2647.5,548,11/22/21
0,2675.9,2692,2642.01,780,11/19/21
0,2600.29,2625,2573,914,11/18/21
0,2611.43,2622.35,2583.75,789,11/17/21
0,2570.98,2653.75,2570.98,965,11/16/21
0,2656.85,2711.75,2643,1,11/15/21
0,2700,2707,2642.5,1,11/12/2021
0,2659.43,2667,2602.75,1,11/11/2021
0,2581.02,2592.72,2574,418,11/10/2021
0,2561.33,2613,2545,1,11/09/2021
0,2605,2609.59,2540.21,854,11/08/2021
0,2554.48,2580,2520.85,1,11/05/2021
0,2564.39,2676,2553.41,1,11/04/2021
0,2659.75,2736,2655.85,1,11/03/2021
0,2692.35,2719.1,2692.35,1,11/02/2021
0,2714.5,2767.15,2714.5,891,11/01/2021
0,2716.25,2740.27,2669,1,10/29/21
0,2762.44,2765,2605.5,1,10/28/21
0,2684.23,2835,2669,2,10/27/21
0,2834.37,2876.5,2828.85,1,10/26/21
0,2875.5,2943.96,2873.25,882,10/25/21
0,2868.15,2956.85,2863,1,10/22/21
0,2910.5,3118.75,2910.3,1,10/21/21
0,3069.35,3095.8,3013,1,10/20/21
0,3108.63,3211,3106.72,2,10/19/21
0,3167.7,3200.16,3154.98,1,10/18/21
0,3164.5,3190,3098.62,1,10/15/21
0,3122.15,3171.85,3088,1,10/14/21
0,3063.74,3100,3000.98,915,10/13/21
0,3063.89,3106.5,3032.5,1,10/12/2021
0,3049.76,3065.65,2950.5,1,10/11/2021
0,2957.85,2965.85,2917,944,10/08/2021
0,2945.65,2946.15,2902.5,1,10/07/2021
0,2897.3,2917.41,2882.5,594,10/06/2021
0,2921,2924.85,2894,1,10/05/2021
0,2916.15,2927,2873.15,501,10/04/2021
0,2849.65,2882,2829,508,10/01/2021
0,2858.5,2909.66,2831,2,09/30/21
0,2912.85,2941,2910.76,812,09/29/21
0,2944.5,2945,2874.75,1,09/28/21
0,2891.1,2915.73,2883.35,1,09/27/21
0,2926.85,2935.5,2891.25,845,09/24/21
0,2949.5,2961.56,2949.25,1,09/23/21
0,2938.35,2942,2897.5,674,09/22/21
0,2846,2896.5,2838,903,09/21/21
0,2863,2883,2836,1,09/20/21
0,2886.15,2930.75,2874.25,1,09/17/21
0,2882.05,2899.2,2854.5,730,09/16/21
0,2893,2923,2837.75,3,09/15/21
0,2830.85,2888.38,2826,1,09/14/21
0,2891.59,2992.46,2889.21,2,09/13/21
0,2916.07,2928.35,2872.38,1,9/10/2021
0,2839.5,2841.71,2808.25,1,9/09/2021
0,2795.89,2806.85,2772,1,9/08/2021
0,2756.85,2776.5,2756.8,676,9/07/2021
0,2764.51,2779.64,2756,769,9/06/2021
0,2727.15,2728,2680.85,1,9/03/2021
0,2701.85,2729.75,2694.85,620,9/02/2021
0,2689.85,2713.87,2664,628,9/01/2021
0,2709.57,2719.5,2689,1,08/31/21
0,2649.5,2670,2633.75,1,08/27/21
0,2619.5,2632.16,2600,1,08/26/21
0,2617.3,2631.26,2604.25,1,08/25/21
0,2614.85,2627.15,2606.7,2,08/24/21
0,2602.15,2602.15,2571.75,1,08/23/21
0,2565.87,2568,2546.5,741,08/20/21
0,2538.95,2568.75,2520,1,08/19/21
0,2555.15,2583,2554.85,979,08/18/21
0,2599.5,2632,2599.3,1,08/17/21
0,2605.22,2626.15,2600,1,08/16/21
0,2599.85,2600.1,2588.75,905,08/13/21
0,2582.35,2600.15,2575.68,626,8/12/2021
0,2585.7,2591,2577.35,464,8/11/2021
0,2574.7,2585.75,2557.25,567,8/10/2021
0,2547.45,2561,2545.18,619,8/09/2021
0,2598.5,2621.65,2598.5,280,8/06/2021
0,2587.8,2589.2,2571.25,1,8/05/2021
0,2563.01,2581.75,2563.01,573,8/04/2021
0,2586,2601,2585.8,861,8/03/2021
0,2615.85,2628.65,2615.15,677,8/02/2021
0,2590.15,2633.3,2590,2,07/30/21
0,2582.74,2591.65,2538.15,2,07/29/21
0,2526.28,2537.2,2491.06,1,07/28/21
0,2500.5,2521.5,2485.1,784,07/27/21
0,2522.15,2522.15,2492.85,685,07/26/21
0,2496.74,2504.85,2478.75,471,07/23/21
0,2462.15,2483.15,2455.62,665,07/22/21
0,2456,2460.96,2440.5,318,07/21/21
0,2455.09,2465.65,2436.08,1,07/20/21
