Open,Close,High,Low,Volume,Date
2418,2406.5,2428,2372,,09/16/20
2308.5,2409.5,2431.5,2308.5,,09/15/20
2325.5,2311,2352.5,2311,,09/14/20
2330,2330,2330,2330,,09/12/20
2303.5,2330,2348,2285.5,,09/11/20
2304.5,2303.5,2338.5,2272.5,,09/10/20
2279.5,2305.5,2309,2253,,09/09/20
2305,2284,2318,2241,,09/08/20
2303.5,2304.5,2326.5,2296.5,,09/07/20
2304,2304,2304,2304,,09/06/20
2304.5,2304,2336,2275.5,,09/04/20
2250.5,2301,2385.5,2244.5,,09/03/20
2279.5,2249.5,2281.5,2239.5,,09/02/20
2250,2283,2313,2244.5,,09/01/20
2209,2251.5,2289.5,2208,,08/31/20
2207.5,2207.5,2207.5,2207.5,,08/30/20
2207.5,2207.5,2207.5,2207.5,,08/29/20
2171.5,2207.5,2224.5,2162,,08/28/20
2195,2175,2217,2147.5,,08/27/20
2177,2196.5,2203.5,2145,,08/26/20
2164,2174,2193,2131,,08/25/20
2183,2159,2197.5,2151.5,,08/24/20
2186,2186,2186,2186,,08/23/20
2185,2186,2218,2172.5,,08/21/20
2165.5,2186,2198,2146,,08/20/20
2192.5,2159,2200.5,2159,,08/19/20
2201,2198,2232,2127.5,,08/18/20
2121,2205.5,2220.5,2120.5,,08/17/20
2117.5,2117.5,2117.5,2117.5,,08/16/20
2117.5,2117.5,2117.5,2117.5,,08/15/20
2182,2117.5,2184.5,2111.5,,08/14/20
2156.5,2191,2211,2128,,08/13/20
2096.5,2150.5,2186.5,2078.5,,08/12/20
2242.5,2099.5,2259,2083,,08/11/20
2179.5,2246,2324.5,2171.5,,08/10/20
2174,2174,2174,2174,,08/09/20
2174,2174,2174,2174,,08/08/20
2236.5,2174,2246.5,2124,,08/07/20
2189,2233.5,2266.5,2179,,08/06/20
2147.5,2190.5,2196.5,2116.5,,08/05/20
2096.5,2142.5,2153.5,2079,,08/04/20
2094.5,2095.5,2124,2064.5,,08/03/20
2094.5,2094.5,2094.5,2094.5,,08/02/20
2094.5,2094.5,2094.5,2094.5,,08/01/20
2080.5,2094.5,2152,2061.5,,07/31/20
2167,2091.5,2167,2030.5,,07/30/20
2288.5,2166,2289,2087,,07/29/20
2302,2287,2337,2233,,07/28/20
2213.5,2296.5,2330.5,2210.5,,07/27/20
2211,2211,2211,2211,,07/26/20
2211,2211,2211,2211,,07/25/20
